,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
SRX6853212,https://doi.org/10.1093/nar/gkz1232,12/22/19 11:56,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10123804,SRP221731,PRJNA565718,565718.0,SRS5391564,SAMN12766442,SRA962508,RNA-Seq,cDNA,TRANSCRIPTOMIC,Universit� Grenoble Alpes,0.0,9021159.0,GSE137485,GSM4080079,31925438,31925438.0,PAO1F,PAO1,wild type,NC_002516.2,Tf_toxin_expression,PAO1_WT,PAO1_WT,PAO1_WT,Tf_toxin_expression,Tf_toxin_expression:PAO1_WT,1,PAO1_WT,,LB,,Aerobic,,,37.0,,OD600 ->1,,1.0,1.0,1.0,1.0,1.0,Tf_toxin_expression:PAO1_WT:1,2.0
SRX6853213,https://doi.org/10.1093/nar/gkz1232,12/22/19 11:56,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10123805,SRP221731,PRJNA565718,565718.0,SRS5391565,SAMN12766441,SRA962508,RNA-Seq,cDNA,TRANSCRIPTOMIC,Universit� Grenoble Alpes,0.0,9021160.0,GSE137485,GSM4080080,31925438,31925438.0,PAO1F,PAO1,wild type,NC_002516.2,Tf_toxin_expression,PAO1_WT,PAO1_WT,PAO1_WT,Tf_toxin_expression,Tf_toxin_expression:PAO1_WT,2,PAO1_WT,,LB,,Aerobic,,,37.0,,OD600 ->1,,1.0,1.0,1.0,1.0,1.0,Tf_toxin_expression:PAO1_WT:2,2.0
SRX6853214,https://doi.org/10.1093/nar/gkz1232,12/22/19 11:56,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10123806,SRP221731,PRJNA565718,565718.0,SRS5391566,SAMN12766440,SRA962508,RNA-Seq,cDNA,TRANSCRIPTOMIC,Universit� Grenoble Alpes,0.0,9021161.0,GSE137485,GSM4080081,31925438,31925438.0,PAO1F,PAO1,wild type,NC_002516.2,Tf_toxin_expression,PAO1_derfA,PAO1_WT,PAO1_derfA_1,Tf_toxin_expression,Tf_toxin_expression:PAO1_derfA,1,PAO1_WT,,LB,,Aerobic,,,37.0,,OD600 ->1,,1.0,1.0,1.0,1.0,1.0,Tf_toxin_expression:PAO1_derfA:1,2.0
SRX6853215,https://doi.org/10.1093/nar/gkz1232,12/22/19 11:56,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR10123807,SRP221731,PRJNA565718,565718.0,SRS5391567,SAMN12766439,SRA962508,RNA-Seq,cDNA,TRANSCRIPTOMIC,Universit� Grenoble Alpes,0.0,9021162.0,GSE137485,GSM4080082,31925438,31925438.0,PAO1F,PAO1,wild type,NC_002516.2,Tf_toxin_expression,PAO1_derfA,PAO1_WT,PAO1_derfA_2,Tf_toxin_expression,Tf_toxin_expression:PAO1_derfA,2,PAO1_WT,,LB,,Aerobic,,,37.0,,OD600 ->1,,1.0,1.0,1.0,1.0,1.0,Tf_toxin_expression:PAO1_derfA:2,2.0
ERX541575,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583488,ERP006680,PRJEB6998,260437.0,ERS530359,SAMEA2708957,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979824,3023187,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Ceftazidime,asRNA_NaCl,asRNA_Ceftazidime_1,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime,1,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,2.0
ERX541576,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583489,ERP006680,PRJEB6998,260437.0,ERS530360,SAMEA2708958,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979825,3023182,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Ceftazidime,asRNA_NaCl,asRNA_Ceftazidime_2,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime,2,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,2.0
ERX541577,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583490,ERP006680,PRJEB6998,260437.0,ERS530361,SAMEA2708959,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979826,3023207,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Ciprofloxacin,asRNA_NaCl,asRNA_Ciprofloxacin_1,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin,1,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,2.0
ERX541578,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583491,ERP006680,PRJEB6998,260437.0,ERS530362,SAMEA2708960,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979827,3023188,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Ciprofloxacin,asRNA_NaCl,asRNA_Ciprofloxacin_2,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin,2,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,2.0
ERX541585,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583498,ERP006680,PRJEB6998,260437.0,ERS530369,SAMEA2708967,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979834,3023195,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Meropenem,asRNA_NaCl,asRNA_Meropenem_1,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem,1,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,2.0
ERX541586,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583499,ERP006680,PRJEB6998,260437.0,ERS530370,SAMEA2708968,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979835,3023196,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Meropenem,asRNA_NaCl,asRNA_Meropenem_2,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem,2,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,2.0
ERX541587,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583500,ERP006680,PRJEB6998,260437.0,ERS530371,SAMEA2708969,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979836,3023197,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_NaCl,asRNA_NaCl,asRNA_NaCl_1,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl,1,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,2.0
ERX541588,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583501,ERP006680,PRJEB6998,260437.0,ERS530372,SAMEA2708970,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979837,3023198,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_NaCl,asRNA_NaCl,asRNA_NaCl_2,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl,2,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,2.0
ERX541593,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583506,ERP006680,PRJEB6998,260437.0,ERS530377,SAMEA2708975,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979842,3023203,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Tetracyclin,asRNA_NaCl,asRNA_Tetracyclin_1,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin,1,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,2.0
ERX541594,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583507,ERP006680,PRJEB6998,260437.0,ERS530378,SAMEA2708976,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979843,3023204,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Tetracyclin,asRNA_NaCl,asRNA_Tetracyclin_2,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin,2,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,2.0
ERX541595,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583508,ERP006680,PRJEB6998,260437.0,ERS530379,SAMEA2708977,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979844,3023205,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Tobramycin,asRNA_NaCl,asRNA_Tobramycin_1,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin,1,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,2.0
ERX541596,https://doi.org/10.1186/1471-2164-15-783,9/7/14 1:24,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR583509,ERP006680,PRJEB6998,260437.0,ERS530380,SAMEA2708978,ERA349965,RNA-Seq,size fractionation,TRANSCRIPTOMIC,Technical University of Denmark,500.0,0.0,979845,3023206,,25213728.0,25213728,PA01,,NC_002516.2,asRNA_osmotic_oxidative_antibiotics,asRNA_Tobramycin,asRNA_NaCl,asRNA_Tobramycin_2,asRNA_Antibiotics,asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin,2,asRNA_NaCl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,2.0
SRX3324112,https://doi.org/10.1038/s41467-018-03675-1,3/7/18 16:06,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR6215441,SRP121405,PRJNA415714,415714.0,SRS2628223,SAMN07832835,SRA624340,RNA-Seq,cDNA,TRANSCRIPTOMIC,Genome Institute of Singapore,0.0,4652849.0,GSE106133,GSM2830243,29599443,29599443.0,PAO1,PAO1,wild type,NC_002516.2,natural_RNA_aptamers,PA_Water_rep_wt,PA_Water_rep_wt,PA_Water_rep_wt,natural_RNA_aptamers,natural_RNA_aptamers:PA_Water_rep_wt,1,PA_Water_rep_wt,,LB,,Aerobic,,,,log,OD600 -> 0.6–0.8,,1.0,1.0,1.0,1.0,1.0,natural_RNA_aptamers:PA_Water_rep_wt:1,2.0
SRX3324113,https://doi.org/10.1038/s41467-018-03675-1,3/7/18 16:06,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR6215442,SRP121405,PRJNA415714,415714.0,SRS2628222,SAMN07832846,SRA624340,RNA-Seq,cDNA,TRANSCRIPTOMIC,Genome Institute of Singapore,0.0,4652850.0,GSE106133,GSM2830244,29599443,29599443.0,PAO1,PAO1,wild type,NC_002516.2,natural_RNA_aptamers,PA_Water_rep_wt,PA_Water_rep_wt,PA_Water_rep_wt,natural_RNA_aptamers,natural_RNA_aptamers:PA_Water_rep_wt,2,PA_Water_rep_wt,,LB,,Aerobic,,,,log,OD600 -> 0.6–0.8,,1.0,1.0,1.0,1.0,1.0,natural_RNA_aptamers:PA_Water_rep_wt:2,2.0
SRX3324116,https://doi.org/10.1038/s41467-018-03675-1,3/7/18 16:06,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR6215445,SRP121405,PRJNA415714,415714.0,SRS2628226,SAMN07832849,SRA624340,RNA-Seq,cDNA,TRANSCRIPTOMIC,Genome Institute of Singapore,0.0,4652853.0,GSE106133,GSM2830247,29599443,29599443.0,PAO1,PAO1,wild type,NC_002516.2,natural_RNA_aptamers,PA_FMN_rep,PA_Water_rep_wt,PA_FMN_rep1,natural_RNA_aptamers,natural_RNA_aptamers:PA_FMN_rep,1,PA_Water_rep_wt,,LB,,Aerobic,,,,log,OD600 -> 0.6–0.8,,1.0,1.0,1.0,1.0,1.0,natural_RNA_aptamers:PA_FMN_rep:1,2.0
SRX3324117,https://doi.org/10.1038/s41467-018-03675-1,3/7/18 16:06,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 500,SRR6215446,SRP121405,PRJNA415714,415714.0,SRS2628227,SAMN07832850,SRA624340,RNA-Seq,cDNA,TRANSCRIPTOMIC,Genome Institute of Singapore,0.0,4652854.0,GSE106133,GSM2830248,29599443,29599443.0,PAO1,PAO1,wild type,NC_002516.2,natural_RNA_aptamers,PA_FMN_rep,PA_Water_rep_wt,PA_FMN_rep2,natural_RNA_aptamers,natural_RNA_aptamers:PA_FMN_rep,2,PA_Water_rep_wt,,LB,,Aerobic,,,,log,OD600 -> 0.6–0.8,,1.0,1.0,1.0,1.0,1.0,natural_RNA_aptamers:PA_FMN_rep:2,2.0
SRX7058493,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348754,SRP227029,PRJNA579575,579575.0,SRS5574257,SAMN13116642,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277564.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,EGCG_pA_wt,EGCG_pA_wt,EGCG_pA_wt,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt,1,EGCG_pA_wt,,MHB,,,,,,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,4.0
SRX7058498,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348749,SRP227029,PRJNA579575,579575.0,SRS5574260,SAMN13116649,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277569.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,EGCG_2,EGCG_pA_wt,EGCG_2_1,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:EGCG_2,1,EGCG_pA_wt,,MHB,,,,epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,2.0
SRX7058499,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348748,SRP227029,PRJNA579575,579575.0,SRS5574260,SAMN13116649,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277570.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,EGCG_2,EGCG_pA_wt,EGCG_2_2,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:EGCG_2,2,EGCG_pA_wt,,MHB,,,,epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,2.0
SRX7058500,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348747,SRP227029,PRJNA579575,579575.0,SRS5574261,SAMN13116650,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277571.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,EGCG_3,EGCG_pA_wt,EGCG_3_1,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:EGCG_3,1,EGCG_pA_wt,,MHB,,,,epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,2.0
SRX7058501,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348746,SRP227029,PRJNA579575,579575.0,SRS5574261,SAMN13116650,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277572.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,EGCG_3,EGCG_pA_wt,EGCG_3_2,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:EGCG_3,2,EGCG_pA_wt,,MHB,,,,epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,2.0
SRX7058502,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348745,SRP227029,PRJNA579575,579575.0,SRS5574262,SAMN13116651,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277573.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,Combination,EGCG_pA_wt,Combination_1_1,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:Combination,1,EGCG_pA_wt,,MHB,,,,,,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:Combination:1,5.0
SRX7058503,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348744,SRP227029,PRJNA579575,579575.0,SRS5574262,SAMN13116651,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277574.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,Combination,EGCG_pA_wt,Combination_1_2,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:Combination,2,EGCG_pA_wt,,MHB,,,,,,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:Combination:2,5.0
SRX7058504,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348743,SRP227029,PRJNA579575,579575.0,SRS5574263,SAMN13116643,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277575.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,EGCG_pA_wt,EGCG_pA_wt,EGCG_pA_wt,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt,2,EGCG_pA_wt,,MHB,,,,,,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:2,4.0
SRX7058505,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348742,SRP227029,PRJNA579575,579575.0,SRS5574264,SAMN13116652,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277576.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,Combination,EGCG_pA_wt,Combination_2_1,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:Combination,3,EGCG_pA_wt,,MHB,,,,p-anisaldehyde (1 mg mL-1) and epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:Combination:3,5.0
SRX7058506,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348741,SRP227029,PRJNA579575,579575.0,SRS5574264,SAMN13116652,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277577.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,Combination,EGCG_pA_wt,Combination_2_2,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:Combination,4,EGCG_pA_wt,,MHB,,,,p-anisaldehyde (1 mg mL-1) and epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:Combination:4,5.0
SRX7058508,https://dx.doi.org/10.1128%2FAEM.02482-19,12/31/19 0:08,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR10348739,SRP227029,PRJNA579575,579575.0,SRS5574265,SAMN13116653,SRA985325,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Southern Mississippi,0.0,9277579.0,,,,,PAO1,PAO1,wild type,NC_002516.2,p-anisaldehyde_epigallocatechin_gallate,Combination,EGCG_pA_wt,Combination_3,p-anisaldehyde_epigallocatechin_gallate,p-anisaldehyde_epigallocatechin_gallate:Combination,5,EGCG_pA_wt,,MHB,,,,p-anisaldehyde (1 mg mL-1) and epigallocatechin gallate (0.15 mg mL-1),,,,mode of action of these plant-derived antimicrobial compounds,1.0,1.0,1.0,1.0,1.0,p-anisaldehyde_epigallocatechin_gallate:Combination:5,5.0
