,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX4665733,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814163,SRP160917,PRJNA490148,490148,SRS3760730,SAMN10026174,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323882,GSE119724,GSM3381745,30645593.0,10026174,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Peroxide_shock_InSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,,,,"Growthin PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3, then addition of H2O2to a final concentration of 1 mM for 12 min in the same incubation conditions.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Peroxide_shock_InSPI2,,,True,True,True,comparative_st474:st474_Peroxide_shock_InSPI2,False,True,1.0,comparative_st474:st474_Peroxide_shock_InSPI2:1.0,1.0
SRX4665732,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814162,SRP160917,PRJNA490148,490148,SRS3760729,SAMN10026175,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323881,GSE119724,GSM3381744,30645593.0,10026175,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Oxygen_shock,st474_MEP,WT,LB,,,Anaerobic,,37C,,,,"Growth in Lennox broth in a completely filled and closed 50 ml Falcon tube, incubated statically at 37ºC,to OD600 nm0.3, then transfer into a baffled flask for 15 min at 37ºC,250 rpm(in a water bath).",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Oxygen_shock,,,True,True,True,comparative_st474:st474_Oxygen_shock,False,True,1.0,comparative_st474:st474_Oxygen_shock:1.0,1.0
SRX4665725,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814155,SRP160917,PRJNA490148,490148,SRS3760722,SAMN10026102,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323874,GSE119724,GSM3381737,30645593.0,10026102,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_MEP,st474_MEP,WT,LB,,,Aerobic,,37C,,Mid-log,0.3,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,MEP,,,True,True,True,comparative_st474:st474_MEP,False,True,1.0,comparative_st474:st474_MEP:1.0,1.0
SRX4665713,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814143,SRP160917,PRJNA490148,490148,SRS3760710,SAMN10026120,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323862,GSE119724,GSM3381725,30645593.0,10026120,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_ESP,st474_MEP,WT,LB,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,4,1,ESP-4,,,True,True,True,comparative_st474:st474_ESP,True,True,2.0,comparative_st474:st474_ESP:2.0,4.0
SRX4665711,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814141,SRP160917,PRJNA490148,490148,SRS3760709,SAMN10026124,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323860,GSE119724,GSM3381723,30645593.0,10026124,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_ESP,st474_MEP,WT,LB,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,2,1,ESP-2,,,True,True,True,comparative_st474:st474_ESP,True,True,3.0,comparative_st474:st474_ESP:3.0,4.0
SRX4665728,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814158,SRP160917,PRJNA490148,490148,SRS3760725,SAMN10026100,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323877,GSE119724,GSM3381740,30645593.0,10026100,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_NonSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,7.4,,0.3,"Growth in PCN medium (pH 7.4, 25 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,2,1,NonSPI2-3,,,True,True,True,comparative_st474:st474_NonSPI2,True,True,1.0,comparative_st474:st474_NonSPI2:1.0,3.0
SRX4665709,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814139,SRP160917,PRJNA490148,490148,SRS3760705,SAMN10026127,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323858,GSE119724,GSM3381721,30645593.0,10026127,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Bile_shock,st474_MEP,WT,LB,,,Aerobic,,37C,,,0.3,"Growthin Lennox broth at 37ºC,220 rpm (in a water bath),to OD600 nm0.3, then addition of bileto a final concentration of 3% for 10 min in the same incubation conditions.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Bile_shock,,,True,True,True,comparative_st474:st474_Bile_shock,False,True,1.0,comparative_st474:st474_Bile_shock:1.0,1.0
SRX4665727,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814157,SRP160917,PRJNA490148,490148,SRS3760724,SAMN10026107,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323876,GSE119724,GSM3381739,30645593.0,10026107,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_NonSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,7.4,,0.3,"Growth in PCN medium (pH 7.4, 25 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,NonSPI2-2,,,True,True,True,comparative_st474:st474_NonSPI2,True,True,2.0,comparative_st474:st474_NonSPI2:2.0,3.0
SRX4665706,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814136,SRP160917,PRJNA490148,490148,SRS3760703,SAMN10026131,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323855,GSE119724,GSM3381718,30645593.0,10026131,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Anaerobic_growth,st474_MEP,WT,LB,,,Anaerobic,,37C,,,0.3,"Growthin Lennox broth in a completely filled and closed 50 ml Falcon tube, incubated statically at 37ºC,to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,3,1,Anaerobic_growth-4,,,True,True,True,comparative_st474:st474_Anaerobic_growth,True,True,1.0,comparative_st474:st474_Anaerobic_growth:1.0,3.0
SRX4665722,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814152,SRP160917,PRJNA490148,490148,SRS3760719,SAMN10026105,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323871,GSE119724,GSM3381734,30645593.0,10026105,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Macrophage,st474_MEP,WT,DMEM,,,Aerobic,5% fetal bovine serum & L-glutamine (2 mM final concentration) and MEM non-essential amino acids without antibiotics,37C,,,,Bacteria from the intra-macrophage (RAW264.7) environment were recovered after 8 h post-infection,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Macrophage-1,,,True,True,True,comparative_st474:st474_Macrophage,True,True,1.0,comparative_st474:st474_Macrophage:1.0,2.0
SRX4665708,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814138,SRP160917,PRJNA490148,490148,SRS3760706,SAMN10026128,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323857,GSE119724,GSM3381720,30645593.0,10026128,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Anaerobic_shock,st474_MEP,WT,LB,,,Aerobic,,37C,,,0.3,"Growthin Lennox broth at 37ºC,220 rpm (in a water bath),to OD600 nm0.3, then transfer of 15 ml into a 15 ml Falcon tube and incubated statically at 37ºC for 30 min.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Anaerobic_shock,,,True,True,True,comparative_st474:st474_Anaerobic_shock,False,True,1.0,comparative_st474:st474_Anaerobic_shock:1.0,1.0
SRX4665715,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814145,SRP160917,PRJNA490148,490148,SRS3760711,SAMN10026116,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323864,GSE119724,GSM3381727,30645593.0,10026116,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_InSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,InSPI2-2,,,True,True,True,comparative_st474:st474_InSPI2,True,True,3.0,comparative_st474:st474_InSPI2:3.0,4.0
SRX4665718,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814148,SRP160917,PRJNA490148,490148,SRS3760732,SAMN10026112,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323867,GSE119724,GSM3381730,30645593.0,10026112,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_InSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,InSPI2,,,True,True,True,comparative_st474:st474_InSPI2,True,True,4.0,comparative_st474:st474_InSPI2:4.0,4.0
SRX4665705,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814135,SRP160917,PRJNA490148,490148,SRS3760702,SAMN10026133,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323854,GSE119724,GSM3381717,30645593.0,10026133,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Anaerobic_growth,st474_MEP,WT,LB,,,Anaerobic,,37C,,,0.3,"Growthin Lennox broth in a completely filled and closed 50 ml Falcon tube, incubated statically at 37ºC,to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,2,1,Anaerobic_growth-3,,,True,True,True,comparative_st474:st474_Anaerobic_growth,True,True,2.0,comparative_st474:st474_Anaerobic_growth:2.0,3.0
SRX4665704,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814134,SRP160917,PRJNA490148,490148,SRS3760701,SAMN10026135,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323853,GSE119724,GSM3381716,30645593.0,10026135,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Anaerobic_growth,st474_MEP,WT,LB,,,Anaerobic,,37C,,,0.3,"Growthin Lennox broth in a completely filled and closed 50 ml Falcon tube, incubated statically at 37ºC,to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Anaerobic_growth-2,,,True,True,True,comparative_st474:st474_Anaerobic_growth,True,True,3.0,comparative_st474:st474_Anaerobic_growth:3.0,3.0
SRX4665714,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814144,SRP160917,PRJNA490148,490148,SRS3760712,SAMN10026118,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323863,GSE119724,GSM3381726,30645593.0,10026118,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_ESP,st474_MEP,WT,LB,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,ESP,,,True,True,True,comparative_st474:st474_ESP,True,True,4.0,comparative_st474:st474_ESP:4.0,4.0
SRX4665723,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814153,SRP160917,PRJNA490148,490148,SRS3760720,SAMN10026104,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323872,GSE119724,GSM3381735,30645593.0,10026104,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Macrophage,st474_MEP,WT,DMEM,,,Aerobic,5% fetal bovine serum & L-glutamine (2 mM final concentration) and MEM non-essential amino acids without antibiotics,37C,,,,Bacteria from the intra-macrophage (RAW264.7) environment were recovered after 8 h post-infection,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,2,1,Macrophage-2,,,True,True,True,comparative_st474:st474_Macrophage,True,True,2.0,comparative_st474:st474_Macrophage:2.0,2.0
SRX4665703,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814133,SRP160917,PRJNA490148,490148,SRS3760700,SAMN10026136,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323852,GSE119724,GSM3381715,30645593.0,10026136,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_25C,st474_MEP,WT,LB,,,Aerobic,,25C,,,0.3,"Growth in Lennox broth at 25ºC,220 rpm(in a water bath),to OD600 nm0.3",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,25C,,,True,True,True,comparative_st474:st474_25C,False,True,1.0,comparative_st474:st474_25C:1.0,1.0
SRX4665720,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814150,SRP160917,PRJNA490148,490148,SRS3760716,SAMN10026108,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323869,GSE119724,GSM3381732,30645593.0,10026108,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_Low_Fe2+_shock,st474_MEP,WT,LB,,,Aerobic,,37C,,,0.3,"Growth in Lennox broth at 37ºC,220 rpm (in a water bath),to OD600 nm0.3, then addition of 2,2’-dipyridyl to a final concentration of 0.2 mMfor 10 min in the same incubation conditions.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,1,1,Low_Fe2+_shock,,,True,True,True,comparative_st474:st474_Low_Fe2+_shock,False,True,1.0,comparative_st474:st474_Low_Fe2+_shock:1.0,1.0
SRX4665729,9/25/18 18:26,909946,Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,28901,1236,909946,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814159,SRP160917,PRJNA490148,490148,SRS3760726,SAMN10026196,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323878,GSE119724,GSM3381741,30645593.0,10026196,ST4/74,wild type,NC_016857.1;NC_016858.1;NC_017675.1;NC_016859.1,comparative_st474,st474_NonSPI2,st474_MEP,WT,PCN,,,Aerobic,,37C,7.4,,0.3,"Growth in PCN medium (pH 7.4, 25 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74,,WT,Proteomics,3,1,NonSPI2-4,,,True,True,True,comparative_st474:st474_NonSPI2,True,True,3.0,comparative_st474:st474_NonSPI2:3.0,3.0
SRX4665695,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814125,SRP160917,PRJNA490148,490148,SRS3760690,SAMN10026159,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323844,GSE119724,GSM3381707,30645593.0,10026159,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_NonSPI2,D23580_MEP,WT,PCN,,,Aerobic,,37C,7.4,,0.3,"Growth in PCN medium (pH 7.4, 25 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,2,1,NonSPI2-3,,,True,True,True,comparative_D23580:D23580_NonSPI2,True,True,1.0,comparative_D23580:D23580_NonSPI2:1.0,4.0
SRX4665685,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814115,SRP160917,PRJNA490148,490148,SRS3760682,SAMN10026169,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323834,GSE119724,GSM3381697,30645593.0,10026169,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_InSPI2,D23580_MEP,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,1,1,InSPI2,,,True,True,True,comparative_D23580:D23580_InSPI2,True,True,1.0,comparative_D23580:D23580_InSPI2:1.0,4.0
SRX4665673,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814103,SRP160917,PRJNA490148,490148,SRS3760671,SAMN10026153,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323822,GSE119724,GSM3381685,30645593.0,10026153,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_Anaerobic_growth,D23580_MEP,WT,LB,,,Anaerobic,,37C,,,0.3,"Growthin Lennox broth in a completely filled and closed 50 ml Falcon tube, incubated statically at 37ºC,to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,3,1,Anaerobic_growth-4,,,True,True,True,comparative_D23580:D23580_Anaerobic_growth,True,True,1.0,comparative_D23580:D23580_Anaerobic_growth:1.0,3.0
SRX4665700,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814130,SRP160917,PRJNA490148,490148,SRS3760697,SAMN10026142,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323849,GSE119724,GSM3381712,30645593.0,10026142,D23580,pBT1 deletion,NC_016854.1,comparative_D23580,D23580_pBT1 deletion,D23580_MEP,del_pBT1,LB,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,pBT1,Proteomics,1,1,del_pBT1_1,,,True,True,True,comparative_D23580:D23580_pBT1 deletion,True,True,1.0,comparative_D23580:D23580_pBT1 deletion:1.0,2.0
SRX4665682,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814112,SRP160917,PRJNA490148,490148,SRS3760679,SAMN10026172,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323831,GSE119724,GSM3381694,30645593.0,10026172,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_InSPI2,D23580_MEP,WT,PCN,,,Aerobic,,37C,5.8,,0.3,"Growth in PCN medium (pH 5.8, 0.4 mM Pi) at 37ºC,220 rpm (in a water bath),to OD600 nm0.3.",Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,1,1,InSPI2-2,,,True,True,True,comparative_D23580:D23580_InSPI2,True,True,2.0,comparative_D23580:D23580_InSPI2:2.0,4.0
SRX4665670,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814100,SRP160917,PRJNA490148,490148,SRS3760669,SAMN10026156,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323819,GSE119724,GSM3381682,30645593.0,10026156,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_25C,D23580_MEP,WT,LB,,,Aerobic,,25C,,,0.3,"Growth in Lennox broth at 25ºC,220 rpm(in a water bath),to OD600 nm0.3",Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,1,1,25C,,,True,True,True,comparative_D23580:D23580_25C,False,True,1.0,comparative_D23580:D23580_25C:1.0,1.0
SRX4665701,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR7814131,SRP160917,PRJNA490148,490148,SRS3760698,SAMN10026140,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323850,GSE119724,GSM3381713,30645593.0,10026140,D23580,pBT1 deletion,NC_016854.1,comparative_D23580,D23580_pBT1 deletion,D23580_MEP,del_pBT1,LB,,,Aerobic,,37C,,Early-stationary,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,pBT1,Proteomics,2,1,del_pBT1_2,,,True,True,True,comparative_D23580:D23580_pBT1 deletion,True,True,2.0,comparative_D23580:D23580_pBT1 deletion:2.0,2.0
SRX4665699,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814129,SRP160917,PRJNA490148,490148,SRS3760696,SAMN10026144,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323848,GSE119724,GSM3381711,30645593.0,10026144,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_Oxygen_shock,D23580_MEP,WT,LB,,,Anaerobic,,37C,,,,"Growth in Lennox broth in a completely filled and closed 50 ml Falcon tube, incubated statically at 37ºC,to OD600 nm0.3, then transfer into a baffled flask for 15 min at 37ºC,250 rpm(in a water bath).",Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,1,1,Oxygen_shock,,,True,True,True,comparative_D23580:D23580_Oxygen_shock,False,True,1.0,comparative_D23580:D23580_Oxygen_shock:1.0,1.0
SRX7268193,2020-04-24 16:50:14,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR10588329,SRP160917,PRJNA490148,490148,SRS5762684,SAMN13482058,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,9542708,GSE119724,GSM4204390,30645593.0,13482058,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_Macrophage_dRNA_2,D23580_MEP,WT,DMEM,,,Aerobic,5% fetal bovine serum & L-glutamine (2 mM final concentration) and MEM non-essential amino acids without antibiotics,37C,,,,Bacteria from the intra-macrophage (RAW264.7) environment were recovered after 8 h post-infection,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,2,1,D23580_Macrophage_dRNA_2,,,True,True,True,comparative_D23580:D23580_Macrophage_dRNA_2,False,True,1.0,comparative_D23580:D23580_Macrophage_dRNA_2:1.0,1.0
SRX4665686,9/25/18 18:26,568708,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,28901,1236,568708,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR7814116,SRP160917,PRJNA490148,490148,SRS3760683,SAMN10026168,SRA770554,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6323835,GSE119724,GSM3381698,30645593.0,10026168,D23580,wildtype,NC_016854.1,comparative_D23580,D23580_LEP,D23580_MEP,WT,LB,,,Aerobic,,37C,,,0.1,,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,,WT,Proteomics,1,1,LEP,,,True,True,True,comparative_D23580:D23580_LEP,False,True,1.0,comparative_D23580:D23580_LEP:1.0,1.0
